date,product name,p _ category,store_id,city / District ,eonomical crisis,health crisis,festivals in region ,weather,population density,lot size 
01/06/2020,Sugar,Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,23
01/07/2020,Sugar,Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,23
01/08/2020,Sugar,Consumable,mum-str-2,Mumbai,High,Medium,"Ganesha festival,Raksh Bandhan",Rainy,25357,25
01/09/2020,Sugar,Consumable,mum-str-2,Mumbai,High,Medium,,Rainy,25357,23
01/10/2020,Sugar,Consumable,mum-str-2,Mumbai,Medium,Low,Diwali,Winter,25357,27
01/11/2020,Sugar,Consumable,mum-str-2,Mumbai,Medium,Low,,Winter,25357,21
01/12/2020,Sugar,Consumable,mum-str-2,Mumbai,Medium,Low,Christmas,Winter,25357,22
01/01/2020,Sugar,Consumable,kol-str-2,Kolkatta,Low,Low,New year ,Winter,24760,19
01/02/2020,Sugar,Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,16
01/03/2020,Sugar,Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,20
01/04/2020,Sugar,Consumable,kol-str-2,Kolkatta,Low,Medium,Holi,Summer,24760,18
01/05/2020,Sugar,Consumable,kol-str-2,Kolkatta,Low,Medium,Eid,Summer,24760,20
01/06/2020,Sugar,Consumable,kol-str-2,Kolkatta,Low,High,,Rainy,24760,19
01/07/2020,Sugar,Consumable,kol-str-2,Kolkatta,High,High,,Rainy,24760,19
01/08/2020,Sugar,Consumable,kol-str-2,Kolkatta,High,HIgh,Raksh Bandhan,Rainy,24760,20
01/09/2020,Sugar,Consumable,kol-str-2,Kolkatta,High,Medium,,Rainy,24760,19
01/10/2020,Sugar,Consumable,kol-str-2,Kolkatta,High,HIgh,"Durga puja , Kali Puja",Winter,24760,23
01/11/2020,Sugar,Consumable,kol-str-2,Kolkatta,High,Low,,Winter,24760,17
01/12/2020,Sugar,Consumable,kol-str-2,Kolkatta,Medium,Low,Christmas,Winter,24760,19
01/01/2020,Cold drink,Consumable,mum-str-2,Mumbai,Low,Low,"New Year ,Makar Sankranti",Winter,25357,14
01/02/2020,Cold drink,Consumable,mum-str-2,Mumbai,Low,Low,,Summer,25357,11
01/03/2020,Cold drink,Consumable,mum-str-2,Mumbai,Low,Medium,Gudhi Padwa,Summer,25357,11
01/04/2020,Cold drink,Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,13
01/05/2020,Cold drink,Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,13
01/06/2020,Cold drink,Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,9
01/07/2020,Cold drink,Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,9
01/08/2020,Cold drink,Consumable,mum-str-2,Mumbai,High,Medium,"Ganesha festival,Raksh Bandhan",Rainy,25357,8
01/09/2020,Cold drink,Consumable,mum-str-2,Mumbai,High,Medium,,Rainy,25357,7
01/10/2020,Cold drink,Consumable,mum-str-2,Mumbai,Medium,Low,Diwali,Winter,25357,7
01/11/2020,Cold drink,Consumable,mum-str-2,Mumbai,Medium,Low,,Winter,25357,7
01/12/2020,Cold drink,Consumable,mum-str-2,Mumbai,Medium,Low,Christmas,Winter,25357,7
01/01/2020,Cold drink,Consumable,kol-str-2,Kolkatta,Low,Low,New year ,Winter,24760,12
01/02/2020,Cold drink,Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,9
01/03/2020,Cold drink,Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,8
01/04/2020,Cold drink,Consumable,kol-str-2,Kolkatta,Low,Medium,Holi,Summer,24760,10
01/05/2020,Cold drink,Consumable,kol-str-2,Kolkatta,Low,Medium,Eid,Summer,24760,11
01/06/2020,Cold drink,Consumable,kol-str-2,Kolkatta,Low,High,,Rainy,24760,6.5
01/07/2020,Cold drink,Consumable,kol-str-2,Kolkatta,High,High,,Rainy,24760,5.5
01/08/2020,Cold drink,Consumable,kol-str-2,Kolkatta,High,HIgh,Raksh Bandhan,Rainy,24760,4.5
01/09/2020,Cold drink,Consumable,kol-str-2,Kolkatta,High,Medium,,Rainy,24760,4
01/10/2020,Cold drink,Consumable,kol-str-2,Kolkatta,High,HIgh,"Durga puja , Kali Puja",Winter,24760,3.5
01/11/2020,Cold drink,Consumable,kol-str-2,Kolkatta,High,Low,,Winter,24760,4
01/12/2020,Cold drink,Consumable,kol-str-2,Kolkatta,Medium,Low,Christmas,Winter,24760,4
01/01/2020,Tea,Consumable,mum-str-2,Mumbai,Low,Low,"New Year ,Makar Sankranti",Winter,25357,14
01/02/2020,Tea,Consumable,mum-str-2,Mumbai,Low,Low,,Summer,25357,9.12
01/03/2020,Tea,Consumable,mum-str-2,Mumbai,Low,Medium,Gudhi Padwa,Summer,25357,9
01/04/2020,Tea,Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,8.9
01/05/2020,Tea,Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,8.3
01/06/2020,Tea,Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,9
01/07/2020,Tea,Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,8.6
01/08/2020,Tea,Consumable,mum-str-2,Mumbai,High,Medium,"Ganesha festival,Raksh Bandhan",Rainy,25357,8.5
01/09/2020,Tea,Consumable,mum-str-2,Mumbai,High,Medium,,Rainy,25357,9
01/10/2020,Tea,Consumable,mum-str-2,Mumbai,Medium,Low,Diwali,Winter,25357,11.9
01/11/2020,Tea,Consumable,mum-str-2,Mumbai,Medium,Low,,Winter,25357,13.5
01/12/2020,Tea,Consumable,mum-str-2,Mumbai,Medium,Low,Christmas,Winter,25357,14
01/01/2020,Tea,Consumable,kol-str-2,Kolkatta,Low,Low,New year ,Winter,24760,17
01/02/2020,Tea,Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,11
01/03/2020,Tea,Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,11
01/04/2020,Tea,Consumable,kol-str-2,Kolkatta,Low,Medium,Holi,Summer,24760,11.5
01/05/2020,Tea,Consumable,kol-str-2,Kolkatta,Low,Medium,Eid,Summer,24760,10
01/06/2020,Tea,Consumable,kol-str-2,Kolkatta,Low,High,,Rainy,24760,11
01/07/2020,Tea,Consumable,kol-str-2,Kolkatta,High,High,,Rainy,24760,11
01/08/2020,Tea,Consumable,kol-str-2,Kolkatta,High,HIgh,Raksh Bandhan,Rainy,24760,11
01/09/2020,Tea,Consumable,kol-str-2,Kolkatta,High,Medium,,Rainy,24760,12
01/10/2020,Tea,Consumable,kol-str-2,Kolkatta,High,HIgh,"Durga puja , Kali Puja",Winter,24760,13.5
01/11/2020,Tea,Consumable,kol-str-2,Kolkatta,High,Low,,Winter,24760,17
01/12/2020,Tea,Consumable,kol-str-2,Kolkatta,Medium,Low,Christmas,Winter,24760,17
01/01/2020,Sanitizer,Consumable,mum-str-2,Mumbai,Low,Low,"New Year ,Makar Sankranti",Winter,25357,0.13
01/02/2020,Sanitizer,Consumable,mum-str-2,Mumbai,Low,Low,,Summer,25357,0.13
01/03/2020,Sanitizer,Consumable,mum-str-2,Mumbai,Low,Medium,Gudhi Padwa,Summer,25357,0.15
01/04/2020,Sanitizer,Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,0.21
01/05/2020,Sanitizer,Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,0.22
01/06/2020,Sanitizer,Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,0.22
01/07/2020,Sanitizer,Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,0.24
01/08/2020,Sanitizer,Consumable,mum-str-2,Mumbai,High,Medium,"Ganesha festival,Raksh Bandhan",Rainy,25357,0.18
01/09/2020,Sanitizer,Consumable,mum-str-2,Mumbai,High,Medium,,Rainy,25357,0.18
01/10/2020,Sanitizer,Consumable,mum-str-2,Mumbai,Medium,Low,Diwali,Winter,25357,0.14
01/11/2020,Sanitizer,Consumable,mum-str-2,Mumbai,Medium,Low,,Winter,25357,0.14
01/12/2020,Sanitizer,Consumable,mum-str-2,Mumbai,Medium,Low,Christmas,Winter,25357,0.15
01/01/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,Low,Low,New year ,Winter,24760,0.14
01/02/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,0.13
01/03/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,0.16
01/04/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,Low,Medium,Holi,Summer,24760,0.19
01/05/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,Low,Medium,Eid,Summer,24760,0.22
01/06/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,Low,High,,Rainy,24760,0.21
01/07/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,High,High,,Rainy,24760,0.2
01/08/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,High,HIgh,Raksh Bandhan,Rainy,24760,0.18
01/09/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,High,Medium,,Rainy,24760,0.16
01/10/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,High,HIgh,"Durga puja , Kali Puja",Winter,24760,0.1
01/11/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,High,Low,,Winter,24760,0.09
01/12/2020,Sanitizer,Consumable,kol-str-2,Kolkatta,Medium,Low,Christmas,Winter,24760,0.09
01/01/2020,Mask,Non Consumable,mum-str-2,Mumbai,Low,Low,"New Year ,Makar Sankranti",Winter,25357,1
01/02/2020,Mask,Non Consumable,mum-str-2,Mumbai,Low,Low,,Summer,25357,1
01/03/2020,Mask,Non Consumable,mum-str-2,Mumbai,Low,Medium,Gudhi Padwa,Summer,25357,4
01/04/2020,Mask,Non Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,7
01/05/2020,Mask,Non Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,9
01/06/2020,Mask,Non Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,8
01/07/2020,Mask,Non Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,8
01/08/2020,Mask,Non Consumable,mum-str-2,Mumbai,High,Medium,"Ganesha festival,Raksh Bandhan",Rainy,25357,6
01/09/2020,Mask,Non Consumable,mum-str-2,Mumbai,High,Medium,,Rainy,25357,5
01/10/2020,Mask,Non Consumable,mum-str-2,Mumbai,Medium,Low,Diwali,Winter,25357,1.8
01/11/2020,Mask,Non Consumable,mum-str-2,Mumbai,Medium,Low,,Winter,25357,1.9
01/12/2020,Mask,Non Consumable,mum-str-2,Mumbai,Medium,Low,Christmas,Winter,25357,0.9
01/01/2020,Mask,Non Consumable,kol-str-2,Kolkatta,Low,Low,New year ,Winter,24760,1.2
01/02/2020,Mask,Non Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,1.1
01/03/2020,Mask,Non Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,4.1
01/04/2020,Mask,Non Consumable,kol-str-2,Kolkatta,Low,Medium,Holi,Summer,24760,6.7
01/05/2020,Mask,Non Consumable,kol-str-2,Kolkatta,Low,Medium,Eid,Summer,24760,6.7
01/06/2020,Mask,Non Consumable,kol-str-2,Kolkatta,Low,High,,Rainy,24760,9.2
01/07/2020,Mask,Non Consumable,kol-str-2,Kolkatta,High,High,,Rainy,24760,9.3
01/08/2020,Mask,Non Consumable,kol-str-2,Kolkatta,High,HIgh,Raksh Bandhan,Rainy,24760,9.5
01/09/2020,Mask,Non Consumable,kol-str-2,Kolkatta,High,Medium,,Rainy,24760,6.8
01/10/2020,Mask,Non Consumable,kol-str-2,Kolkatta,High,HIgh,"Durga puja , Kali Puja",Winter,24760,9
01/11/2020,Mask,Non Consumable,kol-str-2,Kolkatta,High,Low,,Winter,24760,1.5
01/12/2020,Mask,Non Consumable,kol-str-2,Kolkatta,Medium,Low,Christmas,Winter,24760,0.8
01/01/2020,Soap,Consumable,mum-str-2,Mumbai,Low,Low,"New Year ,Makar Sankranti",Winter,25357,8
01/02/2020,Soap,Consumable,mum-str-2,Mumbai,Low,Low,,Summer,25357,9
01/03/2020,Soap,Consumable,mum-str-2,Mumbai,Low,Medium,Gudhi Padwa,Summer,25357,10
01/04/2020,Soap,Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,11
01/05/2020,Soap,Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,11
01/06/2020,Soap,Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,12
01/07/2020,Soap,Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,11
01/08/2020,Soap,Consumable,mum-str-2,Mumbai,High,Medium,"Ganesha festival,Raksh Bandhan",Rainy,25357,11
01/09/2020,Soap,Consumable,mum-str-2,Mumbai,High,Medium,,Rainy,25357,11
01/10/2020,Soap,Consumable,mum-str-2,Mumbai,Medium,Low,Diwali,Winter,25357,9
01/11/2020,Soap,Consumable,mum-str-2,Mumbai,Medium,Low,,Winter,25357,9
01/12/2020,Soap,Consumable,mum-str-2,Mumbai,Medium,Low,Christmas,Winter,25357,9
01/01/2020,Soap,Consumable,kol-str-2,Kolkatta,Low,Low,New year ,Winter,24760,7
01/02/2020,Soap,Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,8
01/03/2020,Soap,Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,7
01/04/2020,Soap,Consumable,kol-str-2,Kolkatta,Low,Medium,Holi,Summer,24760,8
01/05/2020,Soap,Consumable,kol-str-2,Kolkatta,Low,Medium,Eid,Summer,24760,9
01/06/2020,Soap,Consumable,kol-str-2,Kolkatta,Low,High,,Rainy,24760,11
01/07/2020,Soap,Consumable,kol-str-2,Kolkatta,High,High,,Rainy,24760,12
01/08/2020,Soap,Consumable,kol-str-2,Kolkatta,High,HIgh,Raksh Bandhan,Rainy,24760,12
01/09/2020,Soap,Consumable,kol-str-2,Kolkatta,High,Medium,,Rainy,24760,9
01/10/2020,Soap,Consumable,kol-str-2,Kolkatta,High,HIgh,"Durga puja , Kali Puja",Winter,24760,9
01/11/2020,Soap,Consumable,kol-str-2,Kolkatta,High,Low,,Winter,24760,8
01/12/2020,Soap,Consumable,kol-str-2,Kolkatta,Medium,Low,Christmas,Winter,24760,8
01/01/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,Low,Low,"New Year ,Makar Sankranti",Winter,25357,0
01/02/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,Low,Low,,Summer,25357,0.4
01/03/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,Low,Medium,Gudhi Padwa,Summer,25357,0.4
01/04/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,0.3
01/05/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,High,High,,Summer,25357,0.4
01/06/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,1
01/07/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,High,High,,Rainy,25357,1.1
01/08/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,High,Medium,"Ganesha festival,Raksh Bandhan",Rainy,25357,1.1
01/09/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,High,Medium,,Rainy,25357,1.1
01/10/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,Medium,Low,Diwali,Winter,25357,0
01/11/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,Medium,Low,,Winter,25357,0
01/12/2020,Umbrella ,Non Consumable,mum-str-2,Mumbai,Medium,Low,Christmas,Winter,25357,0.1
01/01/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,Low,Low,New year ,Winter,24760,0.1
01/02/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,0.2
01/03/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,Low,Low,,Summer,24760,0.2
01/04/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,Low,Medium,Holi,Summer,24760,0.3
01/05/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,Low,Medium,Eid,Summer,24760,0.3
01/06/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,Low,High,,Rainy,24760,1
01/07/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,High,High,,Rainy,24760,0.8
01/08/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,High,HIgh,Raksh Bandhan,Rainy,24760,0.8
01/09/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,High,Medium,,Rainy,24760,0.8
01/10/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,High,HIgh,"Durga puja , Kali Puja",Winter,24760,0.1
01/11/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,High,Low,,Winter,24760,0
01/12/2020,Umbrella ,Non Consumable,kol-str-2,Kolkatta,Medium,Low,Christmas,Winter,24760,0
